home,away,result,year
sãopaulo,avaí,0.0,2011
fluminense,américamg,1.0,2011
figueirense,atléticomg,0.0,2011
ceará,santos,1.0,2011
coritiba,flamengo,0.0,2011
grêmio,palmeira,2.0,2011
corinthians,atléticopr,0.0,2011
atléticogo,bahia,1.0,2011
cruzeiro,internacional,0.0,2011
vasco,botafogo,0.0,2011
fluminense,grêmio,0.0,2011
internacional,bahia,0.0,2011
atléticopr,sãopaulo,0.0,2011
américamg,botafogo,0.0,2011
ceará,corinthians,1.0,2011
avaí,cruzeiro,2.0,2011
palmeira,vasco,2.0,2011
santos,atléticogo,2.0,2011
flamengo,figueirense,2.0,2011
atléticomg,coritiba,0.0,2011
grêmio,ceará,1.0,2011
sãopaulo,américamg,0.0,2011
vasco,avaí,0.0,2011
botafogo,internacional,1.0,2011
atléticogo,flamengo,2.0,2011
cruzeiro,atléticopr,2.0,2011
corinthians,atléticomg,0.0,2011
figueirense,fluminense,1.0,2011
coritiba,santos,0.0,2011
bahia,palmeira,1.0,2011
palmeira,sãopaulo,0.0,2011
santos,bahia,2.0,2011
flamengo,internacional,0.0,2011
fluminense,vasco,1.0,2011
grêmio,atléticogo,2.0,2011
atléticomg,botafogo,0.0,2011
figueirense,corinthians,1.0,2011
coritiba,avaí,0.0,2011
américamg,atléticopr,0.0,2011
ceará,cruzeiro,2.0,2011
corinthians,palmeira,2.0,2011
sãopaulo,santos,0.0,2011
internacional,grêmio,0.0,2011
cruzeiro,atléticomg,0.0,2011
atléticogo,américamg,0.0,2011
atléticopr,coritiba,0.0,2011
bahia,ceará,0.0,2011
avaí,figueirense,2.0,2011
botafogo,fluminense,2.0,2011
vasco,flamengo,2.0,2011
palmeira,portugues,2.0,2012
sportrecife,flamengo,2.0,2012
figueirense,náutico,0.0,2012
pontepreta,atléticomg,1.0,2012
botafogo,sãopaulo,0.0,2012
corinthians,fluminense,1.0,2012
internacional,coritiba,0.0,2012
cruzeiro,atléticogo,2.0,2012
vasco,grêmio,0.0,2012
bahia,santos,2.0,2012
flamengo,internacional,2.0,2012
portugues,vasco,1.0,2012
atléticogo,pontepreta,2.0,2012
náutico,cruzeiro,2.0,2012
atléticomg,corinthians,0.0,2012
coritiba,botafogo,1.0,2012
santos,sportrecife,2.0,2012
sãopaulo,bahia,0.0,2012
grêmio,palmeira,0.0,2012
fluminense,figueirense,2.0,2012
sportrecife,palmeira,0.0,2012
atléticogo,grêmio,1.0,2012
atléticomg,bahia,2.0,2012
vasco,náutico,0.0,2012
coritiba,portugues,0.0,2012
santos,fluminense,2.0,2012
internacional,sãopaulo,0.0,2012
pontepreta,flamengo,2.0,2012
botafogo,cruzeiro,1.0,2012
corinthians,figueirense,2.0,2012
flamengo,coritiba,0.0,2012
palmeira,atléticomg,1.0,2012
portugues,atléticogo,0.0,2012
grêmio,corinthians,0.0,2012
fluminense,internacional,2.0,2012
bahia,vasco,1.0,2012
sãopaulo,santos,0.0,2012
cruzeiro,sportrecife,0.0,2012
figueirense,pontepreta,2.0,2012
náutico,botafogo,0.0,2012
internacional,botafogo,1.0,2012
cruzeiro,figueirense,0.0,2012
fluminense,portugues,0.0,2012
palmeira,vasco,2.0,2012
sãopaulo,atléticomg,0.0,2012
flamengo,santos,0.0,2012
bahia,sportrecife,0.0,2012
pontepreta,corinthians,0.0,2012
coritiba,atléticogo,0.0,2012
náutico,grêmio,0.0,2012
vasco,cruzeiro,1.0,2012
portugues,sãopaulo,0.0,2012
atléticomg,náutico,0.0,2012
figueirense,bahia,2.0,2012
corinthians,palmeira,0.0,2012
grêmio,flamengo,0.0,2012
santos,coritiba,2.0,2012
sportrecife,internacional,1.0,2012
atléticogo,fluminense,1.0,2012
botafogo,pontepreta,1.0,2012
cruzeiro,sãopaulo,1.0,2012
náutico,fluminense,1.0,2012
vasco,pontepreta,0.0,2012
bahia,internacional,2.0,2012
portugues,santos,2.0,2012
coritiba,sportrecife,1.0,2012
palmeira,figueirense,0.0,2012
flamengo,atléticogo,0.0,2012
grêmio,atléticomg,1.0,2012
corinthians,botafogo,1.0,2012
botafogo,bahia,0.0,2012
internacional,cruzeiro,0.0,2012
atléticogo,náutico,1.0,2012
figueirense,vasco,2.0,2012
fluminense,flamengo,0.0,2012
santos,grêmio,0.0,2012
sãopaulo,coritiba,0.0,2012
sportrecife,corinthians,2.0,2012
atléticomg,portugues,0.0,2012
pontepreta,palmeira,0.0,2012
corinthians,náutico,0.0,2012
figueirense,atléticomg,1.0,2012
pontepreta,coritiba,0.0,2012
bahia,flamengo,1.0,2012
internacional,santos,2.0,2012
cruzeiro,grêmio,1.0,2012
botafogo,fluminense,2.0,2012
vasco,atléticogo,0.0,2012
palmeira,sãopaulo,2.0,2012
sportrecife,portugues,0.0,2012
santos,botafogo,2.0,2012
grêmio,sportrecife,0.0,2012
portugues,cruzeiro,1.0,2012
náutico,pontepreta,0.0,2012
atléticomg,internacional,0.0,2012
sãopaulo,vasco,1.0,2012
flamengo,corinthians,1.0,2012
fluminense,bahia,0.0,2012
coritiba,palmeira,2.0,2012
atléticogo,figueirense,0.0,2012
vasco,santos,0.0,2012
sportrecife,atléticomg,1.0,2012
corinthians,portugues,2.0,2012
internacional,atléticogo,0.0,2012
cruzeiro,flamengo,0.0,2012
palmeira,náutico,0.0,2012
figueirense,sãopaulo,1.0,2012
botafogo,grêmio,1.0,2012
pontepreta,fluminense,1.0,2012
bahia,coritiba,2.0,2012
pontepreta,sportrecife,2.0,2012
figueirense,internacional,1.0,2012
náutico,coritiba,1.0,2012
vasco,botafogo,0.0,2012
corinthians,cruzeiro,0.0,2012
grêmio,fluminense,0.0,2012
atléticogo,sãopaulo,0.0,2012
atléticomg,santos,0.0,2012
palmeira,bahia,1.0,2012
flamengo,portugues,2.0,2012
internacional,vasco,2.0,2012
coritiba,grêmio,0.0,2012
botafogo,figueirense,0.0,2012
fluminense,atléticomg,2.0,2012
sportrecife,atléticogo,2.0,2012
bahia,corinthians,2.0,2012
sãopaulo,flamengo,0.0,2012
santos,pontepreta,0.0,2012
cruzeiro,palmeira,0.0,2012
portugues,náutico,0.0,2012
atléticogo,botafogo,1.0,2012
palmeira,internacional,1.0,2012
portugues,figueirense,0.0,2012
coritiba,fluminense,1.0,2012
vasco,corinthians,2.0,2012
sãopaulo,sportrecife,0.0,2012
grêmio,bahia,0.0,2012
cruzeiro,pontepreta,1.0,2012
náutico,santos,0.0,2012
flamengo,atléticomg,0.0,2012
internacional,náutico,2.0,2012
sportrecife,vasco,1.0,2012
bahia,portugues,2.0,2012
corinthians,atléticogo,2.0,2012
santos,cruzeiro,0.0,2012
botafogo,palmeira,1.0,2012
figueirense,flamengo,1.0,2012
fluminense,sãopaulo,0.0,2012
atléticomg,coritiba,0.0,2012
pontepreta,grêmio,2.0,2012
santos,atléticogo,2.0,2012
sportrecife,figueirense,1.0,2012
bahia,cruzeiro,1.0,2012
flamengo,náutico,0.0,2012
sãopaulo,grêmio,1.0,2012
internacional,pontepreta,0.0,2012
atléticomg,vasco,0.0,2012
coritiba,corinthians,1.0,2012
portugues,botafogo,2.0,2012
fluminense,palmeira,0.0,2012
grêmio,portugues,1.0,2012
cruzeiro,fluminense,2.0,2012
atléticogo,atléticomg,2.0,2012
pontepreta,bahia,1.0,2012
botafogo,sportrecife,0.0,2012
palmeira,flamengo,0.0,2012
náutico,sãopaulo,0.0,2012
corinthians,internacional,0.0,2012
vasco,coritiba,2.0,2012
figueirense,santos,1.0,2012
fluminense,sportrecife,0.0,2012
náutico,bahia,0.0,2012
sãopaulo,pontepreta,0.0,2012
grêmio,figueirense,0.0,2012
atléticomg,botafogo,0.0,2012
santos,corinthians,0.0,2012
coritiba,cruzeiro,0.0,2012
flamengo,vasco,0.0,2012
portugues,internacional,2.0,2012
atléticogo,palmeira,0.0,2012
vasco,fluminense,1.0,2012
palmeira,santos,1.0,2012
pontepreta,portugues,0.0,2012
figueirense,coritiba,0.0,2012
corinthians,sãopaulo,1.0,2012
internacional,grêmio,1.0,2012
botafogo,flamengo,2.0,2012
cruzeiro,atléticomg,2.0,2012
sportrecife,náutico,2.0,2012
bahia,atléticogo,2.0,2012
santos,bahia,1.0,2012
coritiba,internacional,0.0,2012
náutico,figueirense,0.0,2012
atléticomg,pontepreta,2.0,2012
portugues,palmeira,0.0,2012
atléticogo,cruzeiro,1.0,2012
fluminense,corinthians,2.0,2012
grêmio,vasco,0.0,2012
flamengo,sportrecife,2.0,2012
sãopaulo,botafogo,0.0,2012
palmeira,grêmio,2.0,2012
figueirense,fluminense,2.0,2012
vasco,portugues,0.0,2012
sportrecife,santos,0.0,2012
bahia,sãopaulo,0.0,2012
corinthians,atléticomg,0.0,2012
internacional,flamengo,0.0,2012
cruzeiro,náutico,0.0,2012
pontepreta,atléticogo,0.0,2012
botafogo,coritiba,0.0,2012
flamengo,pontepreta,1.0,2012
portugues,coritiba,0.0,2012
náutico,vasco,2.0,2012
bahia,atléticomg,2.0,2012
grêmio,atléticogo,0.0,2012
cruzeiro,botafogo,1.0,2012
figueirense,corinthians,0.0,2012
sãopaulo,internacional,2.0,2012
fluminense,santos,0.0,2012
palmeira,sportrecife,0.0,2012
pontepreta,figueirense,2.0,2012
coritiba,flamengo,0.0,2012
corinthians,grêmio,0.0,2012
internacional,fluminense,1.0,2012
botafogo,náutico,0.0,2012
santos,sãopaulo,2.0,2012
vasco,bahia,1.0,2012
atléticomg,palmeira,0.0,2012
sportrecife,cruzeiro,0.0,2012
atléticogo,portugues,2.0,2012
corinthians,pontepreta,2.0,2012
portugues,fluminense,1.0,2012
figueirense,cruzeiro,0.0,2012
sportrecife,bahia,2.0,2012
atléticogo,coritiba,1.0,2012
vasco,palmeira,0.0,2012
santos,flamengo,0.0,2012
atléticomg,sãopaulo,0.0,2012
botafogo,internacional,2.0,2012
grêmio,náutico,0.0,2012
fluminense,atléticogo,1.0,2012
sãopaulo,portugues,0.0,2012
palmeira,corinthians,1.0,2012
cruzeiro,vasco,2.0,2012
coritiba,santos,1.0,2012
náutico,atléticomg,0.0,2012
bahia,figueirense,0.0,2012
pontepreta,botafogo,2.0,2012
internacional,sportrecife,2.0,2012
flamengo,grêmio,2.0,2012
fluminense,náutico,0.0,2012
figueirense,palmeira,1.0,2012
santos,portugues,1.0,2012
botafogo,corinthians,2.0,2012
pontepreta,vasco,2.0,2012
atléticogo,flamengo,1.0,2012
sãopaulo,cruzeiro,0.0,2012
sportrecife,coritiba,0.0,2012
internacional,bahia,0.0,2012
atléticomg,grêmio,2.0,2012
vasco,figueirense,0.0,2012
cruzeiro,internacional,2.0,2012
portugues,atléticomg,2.0,2012
náutico,atléticogo,0.0,2012
palmeira,pontepreta,0.0,2012
corinthians,sportrecife,0.0,2012
bahia,botafogo,0.0,2012
coritiba,sãopaulo,2.0,2012
flamengo,fluminense,1.0,2012
grêmio,santos,2.0,2012
flamengo,bahia,2.0,2012
portugues,sportrecife,0.0,2012
coritiba,pontepreta,0.0,2012
sãopaulo,palmeira,0.0,2012
náutico,corinthians,0.0,2012
atléticogo,vasco,1.0,2012
santos,internacional,2.0,2012
grêmio,cruzeiro,0.0,2012
atléticomg,figueirense,0.0,2012
fluminense,botafogo,0.0,2012
botafogo,santos,1.0,2012
cruzeiro,portugues,0.0,2012
pontepreta,náutico,0.0,2012
figueirense,atléticogo,0.0,2012
bahia,fluminense,1.0,2012
vasco,sãopaulo,1.0,2012
corinthians,flamengo,0.0,2012
internacional,atléticomg,0.0,2012
palmeira,coritiba,1.0,2012
sportrecife,grêmio,1.0,2012
flamengo,cruzeiro,2.0,2012
atléticogo,internacional,0.0,2012
portugues,corinthians,2.0,2012
coritiba,bahia,0.0,2012
náutico,palmeira,0.0,2012
atléticomg,sportrecife,0.0,2012
santos,vasco,0.0,2012
sãopaulo,figueirense,0.0,2012
grêmio,botafogo,2.0,2012
fluminense,pontepreta,0.0,2012
fluminense,grêmio,2.0,2012
internacional,figueirense,1.0,2012
coritiba,náutico,0.0,2012
bahia,palmeira,1.0,2012
cruzeiro,corinthians,0.0,2012
portugues,flamengo,2.0,2012
santos,atléticomg,2.0,2012
sãopaulo,atléticogo,0.0,2012
botafogo,vasco,0.0,2012
sportrecife,pontepreta,0.0,2012
palmeira,cruzeiro,0.0,2012
corinthians,bahia,2.0,2012
grêmio,coritiba,2.0,2012
atléticomg,fluminense,0.0,2012
flamengo,sãopaulo,0.0,2012
náutico,portugues,2.0,2012
atléticogo,sportrecife,1.0,2012
pontepreta,santos,0.0,2012
vasco,internacional,1.0,2012
figueirense,botafogo,1.0,2012
fluminense,coritiba,0.0,2012
santos,náutico,2.0,2012
pontepreta,cruzeiro,0.0,2012
corinthians,vasco,0.0,2012
internacional,palmeira,0.0,2012
figueirense,portugues,2.0,2012
sportrecife,sãopaulo,1.0,2012
bahia,grêmio,2.0,2012
botafogo,atléticogo,0.0,2012
atléticomg,flamengo,2.0,2012
grêmio,pontepreta,0.0,2012
cruzeiro,santos,1.0,2012
flamengo,figueirense,0.0,2012
vasco,sportrecife,1.0,2012
palmeira,botafogo,2.0,2012
sãopaulo,fluminense,2.0,2012
atléticogo,corinthians,1.0,2012
portugues,bahia,1.0,2012
coritiba,atléticomg,0.0,2012
náutico,internacional,0.0,2012
botafogo,portugues,0.0,2012
atléticogo,santos,0.0,2012
corinthians,coritiba,0.0,2012
grêmio,sãopaulo,0.0,2012
vasco,atléticomg,2.0,2012
palmeira,fluminense,1.0,2012
cruzeiro,bahia,0.0,2012
pontepreta,internacional,0.0,2012
figueirense,sportrecife,2.0,2012
náutico,flamengo,1.0,2012
santos,figueirense,0.0,2012
coritiba,vasco,1.0,2012
atléticomg,atléticogo,2.0,2012
flamengo,palmeira,2.0,2012
fluminense,cruzeiro,1.0,2012
sãopaulo,náutico,0.0,2012
bahia,pontepreta,0.0,2012
internacional,corinthians,1.0,2012
portugues,grêmio,2.0,2012
sportrecife,botafogo,0.0,2012
corinthians,santos,2.0,2012
vasco,flamengo,2.0,2012
palmeira,atléticogo,1.0,2012
botafogo,atléticomg,1.0,2012
internacional,portugues,1.0,2012
cruzeiro,coritiba,0.0,2012
pontepreta,sãopaulo,2.0,2012
figueirense,grêmio,1.0,2012
sportrecife,fluminense,2.0,2012
bahia,náutico,2.0,2012
santos,palmeira,0.0,2012
flamengo,botafogo,2.0,2012
fluminense,vasco,1.0,2012
sãopaulo,corinthians,0.0,2012
grêmio,internacional,2.0,2012
portugues,pontepreta,2.0,2012
coritiba,figueirense,0.0,2012
náutico,sportrecife,0.0,2012
atléticogo,bahia,1.0,2012
atléticomg,cruzeiro,0.0,2012
vitória,internacional,2.0,2013
vasco,portugues,0.0,2013
corinthians,botafogo,2.0,2013
santos,flamengo,2.0,2013
grêmio,náutico,0.0,2013
pontepreta,sãopaulo,1.0,2013
criciúma,bahia,0.0,2013
cruzeiro,goiás,0.0,2013
coritiba,atléticomg,0.0,2013
fluminense,atléticopr,0.0,2013
atléticopr,cruzeiro,2.0,2013
botafogo,santos,0.0,2013
sãopaulo,vasco,0.0,2013
bahia,coritiba,2.0,2013
flamengo,pontepreta,1.0,2013
náutico,vitória,1.0,2013
goiás,corinthians,2.0,2013
internacional,criciúma,0.0,2013
atléticomg,grêmio,0.0,2013
portugues,fluminense,0.0,2013
botafogo,cruzeiro,0.0,2013
atléticopr,flamengo,2.0,2013
santos,grêmio,2.0,2013
goiás,coritiba,2.0,2013
vitória,vasco,0.0,2013
corinthians,pontepreta,0.0,2013
internacional,bahia,1.0,2013
fluminense,criciúma,0.0,2013
náutico,portugues,2.0,2013
atléticomg,sãopaulo,2.0,2013
sãopaulo,goiás,1.0,2013
criciúma,santos,0.0,2013
portugues,internacional,2.0,2013
grêmio,vitória,0.0,2013
pontepreta,atléticopr,1.0,2013
vasco,atléticomg,0.0,2013
flamengo,náutico,1.0,2013
bahia,botafogo,0.0,2013
cruzeiro,corinthians,0.0,2013
coritiba,fluminense,0.0,2013
criciúma,flamengo,1.0,2013
cruzeiro,internacional,2.0,2013
vasco,bahia,2.0,2013
corinthians,portugues,2.0,2013
pontepreta,botafogo,1.0,2013
vitória,atléticopr,0.0,2013
fluminense,goiás,0.0,2013
coritiba,náutico,0.0,2013
santos,atléticomg,0.0,2013
grêmio,sãopaulo,2.0,2013
flamengo,coritiba,2.0,2013
náutico,pontepreta,1.0,2013
atléticopr,grêmio,2.0,2013
portugues,cruzeiro,2.0,2013
sãopaulo,santos,1.0,2013
bahia,corinthians,1.0,2013
internacional,vasco,0.0,2013
goiás,vitória,0.0,2013
atléticomg,criciúma,0.0,2013
botafogo,fluminense,0.0,2013
fluminense,internacional,1.0,2013
santos,portugues,0.0,2013
pontepreta,bahia,2.0,2013
coritiba,atléticopr,0.0,2013
corinthians,atléticomg,1.0,2013
vitória,sãopaulo,0.0,2013
grêmio,botafogo,0.0,2013
vasco,flamengo,1.0,2013
criciúma,goiás,2.0,2013
cruzeiro,náutico,0.0,2013
sãopaulo,cruzeiro,1.0,2013
botafogo,náutico,0.0,2013
criciúma,grêmio,0.0,2013
vitória,bahia,2.0,2013
internacional,flamengo,0.0,2013
atléticopr,corinthians,2.0,2013
santos,coritiba,2.0,2013
goiás,portugues,0.0,2013
fluminense,vasco,1.0,2013
atléticomg,pontepreta,0.0,2013
vasco,criciúma,0.0,2013
portugues,atléticopr,1.0,2013
pontepreta,santos,0.0,2013
náutico,internacional,0.0,2013
cruzeiro,atléticomg,0.0,2013
corinthians,sãopaulo,2.0,2013
grêmio,fluminense,0.0,2013
bahia,goiás,0.0,2013
flamengo,botafogo,2.0,2013
coritiba,vitória,2.0,2013
fluminense,cruzeiro,0.0,2013
atléticomg,atléticopr,1.0,2013
portugues,criciúma,2.0,2013
coritiba,pontepreta,0.0,2013
corinthians,grêmio,0.0,2013
bahia,flamengo,0.0,2013
botafogo,vitória,0.0,2013
goiás,vasco,2.0,2013
náutico,sãopaulo,1.0,2013
internacional,santos,1.0,2013
sãopaulo,bahia,1.0,2013
cruzeiro,coritiba,0.0,2013
atléticopr,goiás,0.0,2013
grêmio,internacional,2.0,2013
pontepreta,fluminense,2.0,2013
criciúma,corinthians,1.0,2013
flamengo,atléticomg,0.0,2013
vasco,botafogo,1.0,2013
vitória,portugues,0.0,2013
santos,náutico,2.0,2013
sãopaulo,internacional,1.0,2013
vitória,fluminense,2.0,2013
criciúma,cruzeiro,1.0,2013
atléticopr,bahia,0.0,2013
flamengo,portugues,2.0,2013
santos,corinthians,2.0,2013
atléticomg,botafogo,2.0,2013
goiás,náutico,0.0,2013
vasco,pontepreta,2.0,2013
grêmio,coritiba,1.0,2013
botafogo,goiás,2.0,2013
náutico,atléticomg,2.0,2013
cruzeiro,santos,2.0,2013
coritiba,vasco,1.0,2013
fluminense,flamengo,1.0,2013
corinthians,vitória,0.0,2013
bahia,grêmio,1.0,2013
internacional,atléticopr,2.0,2013
pontepreta,criciúma,0.0,2013
portugues,sãopaulo,0.0,2013
criciúma,náutico,0.0,2013
atléticomg,bahia,0.0,2013
santos,vasco,2.0,2013
coritiba,portugues,2.0,2013
vitória,pontepreta,0.0,2013
grêmio,cruzeiro,0.0,2013
goiás,flamengo,2.0,2013
fluminense,corinthians,2.0,2013
sãopaulo,atléticopr,2.0,2013
botafogo,internacional,2.0,2013
náutico,fluminense,1.0,2013
cruzeiro,vitória,0.0,2013
vasco,grêmio,1.0,2013
flamengo,sãopaulo,2.0,2013
corinthians,coritiba,0.0,2013
pontepreta,goiás,1.0,2013
portugues,botafogo,1.0,2013
atléticopr,criciúma,0.0,2013
bahia,santos,2.0,2013
internacional,atléticomg,2.0,2013
flamengo,grêmio,1.0,2013
pontepreta,cruzeiro,1.0,2013
santos,vitória,0.0,2013
criciúma,coritiba,0.0,2013
atléticomg,portugues,0.0,2013
sãopaulo,fluminense,0.0,2013
bahia,náutico,0.0,2013
vasco,corinthians,2.0,2013
internacional,goiás,2.0,2013
atléticopr,botafogo,0.0,2013
grêmio,pontepreta,0.0,2013
goiás,atléticomg,2.0,2013
náutico,atléticopr,1.0,2013
portugues,bahia,0.0,2013
fluminense,santos,1.0,2013
corinthians,flamengo,0.0,2013
vitória,criciúma,1.0,2013
botafogo,sãopaulo,2.0,2013
coritiba,internacional,2.0,2013
cruzeiro,vasco,0.0,2013
goiás,grêmio,0.0,2013
flamengo,vitória,0.0,2013
atléticopr,santos,0.0,2013
portugues,pontepreta,0.0,2013
bahia,cruzeiro,1.0,2013
internacional,corinthians,0.0,2013
atléticomg,fluminense,2.0,2013
botafogo,coritiba,0.0,2013
náutico,vasco,1.0,2013
sãopaulo,criciúma,1.0,2013
fluminense,bahia,0.0,2013
vitória,atléticomg,2.0,2013
pontepreta,internacional,1.0,2013
santos,goiás,0.0,2013
grêmio,portugues,0.0,2013
corinthians,náutico,2.0,2013
cruzeiro,flamengo,0.0,2013
coritiba,sãopaulo,0.0,2013
criciúma,botafogo,1.0,2013
vasco,atléticopr,2.0,2013
atléticopr,fluminense,2.0,2013
goiás,cruzeiro,1.0,2013
bahia,criciúma,2.0,2013
botafogo,corinthians,0.0,2013
náutico,grêmio,1.0,2013
portugues,vasco,0.0,2013
internacional,vitória,2.0,2013
flamengo,santos,0.0,2013
sãopaulo,pontepreta,0.0,2013
atléticomg,coritiba,0.0,2013
cruzeiro,atléticopr,0.0,2013
fluminense,portugues,0.0,2013
corinthians,goiás,1.0,2013
coritiba,bahia,2.0,2013
pontepreta,flamengo,2.0,2013
criciúma,internacional,1.0,2013
vasco,sãopaulo,1.0,2013
santos,botafogo,1.0,2013
vitória,náutico,0.0,2013
grêmio,atléticomg,1.0,2013
vasco,vitória,1.0,2013
grêmio,santos,2.0,2013
criciúma,fluminense,1.0,2013
coritiba,goiás,2.0,2013
cruzeiro,botafogo,0.0,2013
pontepreta,corinthians,0.0,2013
sãopaulo,atléticomg,0.0,2013
flamengo,atléticopr,1.0,2013
bahia,internacional,0.0,2013
portugues,náutico,0.0,2013
fluminense,coritiba,2.0,2013
vitória,grêmio,2.0,2013
internacional,portugues,1.0,2013
goiás,sãopaulo,0.0,2013
náutico,flamengo,2.0,2013
corinthians,cruzeiro,2.0,2013
botafogo,bahia,1.0,2013
atléticomg,vasco,0.0,2013
atléticopr,pontepreta,0.0,2013
santos,criciúma,0.0,2013
goiás,fluminense,1.0,2013
náutico,coritiba,0.0,2013
botafogo,pontepreta,1.0,2013
flamengo,criciúma,0.0,2013
sãopaulo,grêmio,1.0,2013
bahia,vasco,2.0,2013
portugues,corinthians,0.0,2013
internacional,cruzeiro,1.0,2013
atléticomg,santos,0.0,2013
atléticopr,vitória,1.0,2013
criciúma,atléticomg,2.0,2013
pontepreta,náutico,1.0,2013
grêmio,atléticopr,0.0,2013
cruzeiro,portugues,0.0,2013
fluminense,botafogo,2.0,2013
vitória,goiás,0.0,2013
corinthians,bahia,0.0,2013
coritiba,flamengo,1.0,2013
santos,sãopaulo,0.0,2013
vasco,internacional,0.0,2013
botafogo,grêmio,1.0,2013
sãopaulo,vitória,0.0,2013
flamengo,vasco,2.0,2013
náutico,cruzeiro,1.0,2013
atléticomg,corinthians,2.0,2013
atléticopr,coritiba,0.0,2013
internacional,fluminense,0.0,2013
goiás,criciúma,2.0,2013
portugues,santos,0.0,2013
bahia,pontepreta,2.0,2013
grêmio,criciúma,1.0,2013
coritiba,santos,0.0,2013
pontepreta,atléticomg,0.0,2013
bahia,vitória,0.0,2013
corinthians,atléticopr,2.0,2013
vasco,fluminense,0.0,2013
náutico,botafogo,1.0,2013
cruzeiro,sãopaulo,1.0,2013
portugues,goiás,1.0,2013
flamengo,internacional,0.0,2013
fluminense,grêmio,2.0,2013
vitória,coritiba,0.0,2013
santos,pontepreta,0.0,2013
criciúma,vasco,0.0,2013
atléticomg,cruzeiro,0.0,2013
internacional,náutico,0.0,2013
sãopaulo,corinthians,2.0,2013
goiás,bahia,0.0,2013
atléticopr,portugues,0.0,2013
botafogo,flamengo,0.0,2013
cruzeiro,fluminense,0.0,2013
santos,internacional,2.0,2013
pontepreta,coritiba,0.0,2013
criciúma,portugues,1.0,2013
sãopaulo,náutico,0.0,2013
flamengo,bahia,0.0,2013
atléticopr,atléticomg,0.0,2013
grêmio,corinthians,0.0,2013
vasco,goiás,1.0,2013
vitória,botafogo,0.0,2013
fluminense,pontepreta,2.0,2013
náutico,santos,1.0,2013
corinthians,criciúma,0.0,2013
bahia,sãopaulo,1.0,2013
internacional,grêmio,2.0,2013
goiás,atléticopr,0.0,2013
atléticomg,flamengo,0.0,2013
coritiba,cruzeiro,0.0,2013
portugues,vitória,2.0,2013
botafogo,vasco,2.0,2013
botafogo,atléticomg,0.0,2013
cruzeiro,criciúma,0.0,2013
corinthians,santos,2.0,2013
bahia,atléticopr,2.0,2013
internacional,sãopaulo,1.0,2013
pontepreta,vasco,0.0,2013
portugues,flamengo,2.0,2013
náutico,goiás,1.0,2013
coritiba,grêmio,0.0,2013
fluminense,vitória,1.0,2013
sãopaulo,portugues,0.0,2013
vasco,coritiba,0.0,2013
atléticomg,náutico,0.0,2013
vitória,corinthians,2.0,2013
grêmio,bahia,2.0,2013
goiás,botafogo,0.0,2013
santos,cruzeiro,1.0,2013
criciúma,pontepreta,2.0,2013
atléticopr,internacional,0.0,2013
flamengo,fluminense,0.0,2013
bahia,atléticomg,2.0,2013
portugues,coritiba,2.0,2013
flamengo,goiás,2.0,2013
cruzeiro,grêmio,0.0,2013
atléticopr,sãopaulo,0.0,2013
internacional,botafogo,0.0,2013
pontepreta,vitória,1.0,2013
náutico,criciúma,1.0,2013
corinthians,fluminense,0.0,2013
vasco,santos,2.0,2013
grêmio,vasco,0.0,2013
goiás,pontepreta,0.0,2013
criciúma,atléticopr,0.0,2013
botafogo,portugues,2.0,2013
sãopaulo,flamengo,0.0,2013
vitória,cruzeiro,1.0,2013
coritiba,corinthians,1.0,2013
santos,bahia,0.0,2013
fluminense,náutico,0.0,2013
atléticomg,internacional,0.0,2013
botafogo,atléticopr,0.0,2013
coritiba,criciúma,1.0,2013
cruzeiro,pontepreta,2.0,2013
fluminense,sãopaulo,0.0,2013
corinthians,vasco,2.0,2013
vitória,santos,0.0,2013
grêmio,flamengo,0.0,2013
goiás,internacional,0.0,2013
náutico,bahia,1.0,2013
portugues,atléticomg,0.0,2013
vasco,cruzeiro,0.0,2013
criciúma,vitória,2.0,2013
atléticomg,goiás,0.0,2013
atléticopr,náutico,0.0,2013
santos,fluminense,0.0,2013
flamengo,corinthians,0.0,2013
pontepreta,grêmio,2.0,2013
sãopaulo,botafogo,2.0,2013
bahia,portugues,0.0,2013
internacional,coritiba,2.0,2013
fluminense,atléticomg,2.0,2013
corinthians,internacional,2.0,2013
vitória,flamengo,0.0,2013
pontepreta,portugues,1.0,2013
criciúma,sãopaulo,0.0,2013
cruzeiro,bahia,1.0,2013
coritiba,botafogo,0.0,2013
vasco,náutico,0.0,2013
santos,atléticopr,0.0,2013
grêmio,goiás,0.0,2013
flamengo,cruzeiro,2.0,2013
náutico,corinthians,0.0,2013
atléticomg,vitória,2.0,2013
atléticopr,vasco,0.0,2013
portugues,grêmio,2.0,2013
sãopaulo,coritiba,1.0,2013
bahia,fluminense,1.0,2013
internacional,pontepreta,2.0,2013
goiás,santos,1.0,2013
botafogo,criciúma,0.0,2013
fluminense,figueirense,0.0,2014
internacional,vitória,0.0,2014
chapecoense,coritiba,2.0,2014
sãopaulo,botafogo,0.0,2014
atléticopr,grêmio,0.0,2014
atléticomg,corinthians,2.0,2014
bahia,cruzeiro,1.0,2014
santos,sportrecife,2.0,2014
flamengo,goiás,2.0,2014
criciúma,palmeira,1.0,2014
coritiba,santos,2.0,2014
palmeira,fluminense,1.0,2014
corinthians,flamengo,0.0,2014
botafogo,internacional,2.0,2014
cruzeiro,sãopaulo,2.0,2014
