home,away,result,year,home previous,away previous
guarani,vasco,0.0,2003,0.0,0.0
atléticopr,grêmio,0.0,2003,0.0,0.0
flamengo,coritiba,2.0,2003,0.0,0.0
goiás,paysandu,2.0,2003,0.0,0.0
internacional,pontepreta,2.0,2003,0.0,0.0
criciúma,fluminense,0.0,2003,0.0,0.0
juventude,sãopaulo,2.0,2003,0.0,0.0
fortaleza,bahia,2.0,2003,0.0,0.0
cruzeiro,sãocaetano,2.0,2003,0.0,0.0
vitória,figueirense,2.0,2003,0.0,0.0
santos,paraná,2.0,2003,0.0,0.0
corinthians,atléticomg,1.0,2003,0.0,0.0
fluminense,fortaleza,2.0,2003,0.0,0.0
atléticomg,santos,2.0,2003,0.0,0.0
coritiba,internacional,1.0,2003,0.0,0.0
grêmio,guarani,0.0,2003,0.0,0.0
figueirense,corinthians,2.0,2003,0.0,0.0
paysandu,vitória,1.0,2003,0.0,0.0
pontepreta,juventude,0.0,2003,0.0,0.0
paraná,atléticopr,0.0,2003,0.0,0.0
sãocaetano,criciúma,0.0,2003,0.0,0.0
sãopaulo,cruzeiro,1.0,2003,0.0,0.0
vasco,goiás,0.0,2003,0.0,0.0
internacional,bahia,0.0,2003,0.0,0.0
santos,figueirense,0.0,2003,0.0,0.0
atléticopr,atléticomg,1.0,2003,0.0,0.0
corinthians,paysandu,0.0,2003,0.0,0.0
vitória,vasco,0.0,2003,0.0,0.0
criciúma,sãopaulo,2.0,2003,0.0,0.0
fortaleza,sãocaetano,2.0,2003,0.0,0.0
juventude,coritiba,0.0,2003,0.0,0.0
guarani,paraná,0.0,2003,0.0,0.0
goiás,grêmio,2.0,2003,0.0,0.0
cruzeiro,pontepreta,0.0,2003,0.0,0.0
flamengo,fluminense,0.0,2003,0.0,0.0
paysandu,santos,0.0,2003,0.0,0.0
bahia,juventude,0.0,2003,0.0,0.0
grêmio,vitória,0.0,2003,0.0,0.0
atléticomg,guarani,0.0,2003,0.0,0.0
figueirense,atléticopr,2.0,2003,0.0,0.0
pontepreta,criciúma,2.0,2003,0.0,0.0
sãocaetano,flamengo,2.0,2003,0.0,0.0
vasco,corinthians,2.0,2003,0.0,0.0
coritiba,cruzeiro,1.0,2003,0.0,0.0
fluminense,internacional,0.0,2003,0.0,0.0
sãopaulo,fortaleza,0.0,2003,0.0,0.0
paraná,goiás,0.0,2003,0.0,0.0
bahia,atléticomg,1.0,2003,0.0,0.0
sãocaetano,grêmio,2.0,2003,0.0,0.0
flamengo,santos,1.0,2003,0.0,0.0
sãopaulo,vasco,0.0,2003,1.0,1.0
internacional,corinthians,0.0,2003,2.0,1.0
criciúma,guarani,0.0,2003,1.0,1.0
juventude,vitória,2.0,2003,1.0,2.0
fortaleza,atléticopr,0.0,2003,0.0,0.0
pontepreta,paysandu,2.0,2003,1.0,1.0
cruzeiro,goiás,0.0,2003,3.0,0.0
fluminense,paraná,2.0,2003,1.0,2.0
coritiba,figueirense,0.0,2003,0.0,0.0
atléticomg,coritiba,1.0,2003,4.0,1.0
paraná,bahia,0.0,2003,2.0,1.0
vitória,internacional,1.0,2003,2.0,3.0
guarani,cruzeiro,2.0,2003,1.0,4.0
corinthians,flamengo,2.0,2003,1.0,1.0
goiás,juventude,0.0,2003,0.0,1.0
figueirense,pontepreta,2.0,2003,0.0,1.0
santos,fortaleza,0.0,2003,2.0,1.0
grêmio,fluminense,1.0,2003,1.0,1.0
atléticopr,criciúma,0.0,2003,0.0,1.0
paysandu,sãopaulo,0.0,2003,1.0,2.0
vasco,sãocaetano,0.0,2003,1.0,1.0
flamengo,vitória,0.0,2003,1.0,1.0
bahia,grêmio,0.0,2003,1.0,1.0
cruzeiro,atléticopr,0.0,2003,3.0,1.0
fortaleza,corinthians,1.0,2003,1.0,1.0
sãopaulo,figueirense,0.0,2003,2.0,0.0
sãocaetano,paysandu,0.0,2003,0.0,2.0
internacional,goiás,0.0,2003,2.0,1.0
pontepreta,atléticomg,0.0,2003,0.0,2.0
juventude,guarani,2.0,2003,1.0,1.0
coritiba,paraná,0.0,2003,2.0,2.0
criciúma,santos,1.0,2003,1.0,2.0
fluminense,vasco,2.0,2003,2.0,1.0
goiás,flamengo,2.0,2003,1.0,2.0
santos,cruzeiro,1.0,2003,3.0,3.0
paraná,pontepreta,0.0,2003,2.0,1.0
corinthians,criciúma,0.0,2003,1.0,1.0
vasco,bahia,2.0,2003,1.0,1.0
paysandu,fluminense,2.0,2003,1.0,2.0
atléticomg,sãopaulo,2.0,2003,1.0,3.0
vitória,fortaleza,0.0,2003,0.0,1.0
guarani,internacional,0.0,2003,0.0,3.0
atléticopr,juventude,0.0,2003,1.0,0.0
figueirense,sãocaetano,0.0,2003,0.0,1.0
grêmio,coritiba,0.0,2003,0.0,3.0
fluminense,figueirense,0.0,2003,1.0,1.0
sãocaetano,atléticomg,0.0,2003,1.0,1.0
juventude,santos,2.0,2003,0.0,3.0
bahia,paysandu,0.0,2003,1.0,1.0
internacional,atléticopr,2.0,2003,3.0,2.0
coritiba,vasco,2.0,2003,3.0,1.0
cruzeiro,corinthians,2.0,2003,3.0,2.0
fortaleza,goiás,0.0,2003,1.0,1.0
pontepreta,grêmio,0.0,2003,1.0,1.0
criciúma,vitória,2.0,2003,0.0,1.0
flamengo,guarani,2.0,2003,1.0,1.0
sãopaulo,paraná,0.0,2003,1.0,2.0
atléticomg,fluminense,0.0,2003,0.0,2.0
paraná,sãocaetano,2.0,2003,2.0,2.0
corinthians,juventude,0.0,2003,2.0,0.0
vasco,pontepreta,0.0,2003,1.0,2.0
atléticopr,flamengo,0.0,2003,2.0,1.0
paysandu,coritiba,1.0,2003,1.0,1.0
goiás,criciúma,1.0,2003,1.0,0.0
grêmio,sãopaulo,1.0,2003,1.0,2.0
guarani,fortaleza,0.0,2003,1.0,1.0
figueirense,bahia,0.0,2003,1.0,2.0
vitória,cruzeiro,0.0,2003,1.0,2.0
santos,internacional,0.0,2003,1.0,1.0
fluminense,atléticopr,0.0,2003,1.0,2.0
cruzeiro,criciúma,0.0,2003,2.0,1.0
coritiba,guarani,0.0,2003,2.0,2.0
pontepreta,sãocaetano,2.0,2003,2.0,2.0
internacional,paysandu,0.0,2003,1.0,0.0
paraná,flamengo,0.0,2003,1.0,0.0
bahia,goiás,0.0,2003,1.0,0.0
fortaleza,juventude,0.0,2003,1.0,0.0
figueirense,grêmio,0.0,2003,2.0,1.0
santos,sãopaulo,0.0,2003,2.0,2.0
corinthians,vitória,0.0,2003,2.0,2.0
vasco,atléticomg,2.0,2003,1.0,1.0
vitória,fluminense,0.0,2003,2.0,2.0
guarani,santos,1.0,2003,2.0,2.0
grêmio,fortaleza,0.0,2003,1.0,2.0
atléticomg,figueirense,2.0,2003,1.0,3.0
paysandu,paraná,0.0,2003,0.0,2.0
juventude,vasco,2.0,2003,0.0,1.0
atléticopr,pontepreta,0.0,2003,2.0,1.0
goiás,coritiba,1.0,2003,0.0,2.0
sãocaetano,corinthians,0.0,2003,1.0,2.0
criciúma,internacional,0.0,2003,1.0,1.0
sãopaulo,bahia,2.0,2003,2.0,2.0
flamengo,cruzeiro,0.0,2003,0.0,1.0
fluminense,goiás,1.0,2003,2.0,0.0
pontepreta,guarani,1.0,2003,1.0,1.0
coritiba,atléticopr,0.0,2003,3.0,2.0
corinthians,sãopaulo,1.0,2003,2.0,2.0
fortaleza,paysandu,1.0,2003,2.0,1.0
paraná,juventude,1.0,2003,1.0,0.0
grêmio,internacional,2.0,2003,1.0,1.0
santos,sãocaetano,1.0,2003,3.0,1.0
criciúma,figueirense,0.0,2003,2.0,2.0
bahia,vitória,0.0,2003,1.0,2.0
vasco,flamengo,1.0,2003,1.0,1.0
cruzeiro,atléticomg,2.0,2003,1.0,1.0
bahia,coritiba,2.0,2003,2.0,4.0
vasco,criciúma,0.0,2003,1.0,3.0
atléticomg,grêmio,0.0,2003,1.0,1.0
internacional,paraná,0.0,2003,1.0,1.0
sãopaulo,goiás,0.0,2003,2.0,1.0
paysandu,flamengo,2.0,2003,2.0,2.0
pontepreta,corinthians,2.0,2003,0.0,1.0
sãocaetano,vitória,0.0,2003,2.0,2.0
figueirense,fortaleza,2.0,2003,2.0,1.0
juventude,cruzeiro,1.0,2003,1.0,1.0
fluminense,guarani,0.0,2003,1.0,2.0
atléticopr,santos,1.0,2003,1.0,3.0
fortaleza,vasco,1.0,2003,1.0,1.0
coritiba,sãocaetano,0.0,2003,3.0,3.0
grêmio,juventude,1.0,2003,1.0,1.0
santos,bahia,0.0,2003,3.0,2.0
flamengo,figueirense,1.0,2003,2.0,1.0
corinthians,fluminense,0.0,2003,1.0,1.0
guarani,sãopaulo,1.0,2003,1.0,2.0
criciúma,paysandu,0.0,2003,2.0,2.0
vitória,atléticopr,0.0,2003,1.0,1.0
cruzeiro,internacional,0.0,2003,1.0,1.0
paraná,atléticomg,2.0,2003,0.0,1.0
goiás,pontepreta,2.0,2003,1.0,0.0
vasco,paraná,1.0,2003,2.0,0.0
sãopaulo,sãocaetano,2.0,2003,3.0,3.0
figueirense,cruzeiro,0.0,2003,1.0,2.0
atléticomg,paysandu,0.0,2003,1.0,2.0
grêmio,flamengo,0.0,2003,1.0,2.0
guarani,goiás,0.0,2003,1.0,1.0
atléticopr,corinthians,0.0,2003,1.0,1.0
juventude,internacional,2.0,2003,2.0,1.0
fortaleza,criciúma,1.0,2003,0.0,3.0
vitória,pontepreta,1.0,2003,1.0,0.0
santos,coritiba,0.0,2003,2.0,2.0
fluminense,bahia,0.0,2003,1.0,1.0
sãocaetano,atléticopr,2.0,2003,2.0,1.0
corinthians,santos,2.0,2003,1.0,3.0
cruzeiro,fortaleza,0.0,2003,2.0,0.0
bahia,guarani,0.0,2003,1.0,2.0
paysandu,figueirense,0.0,2003,1.0,2.0
goiás,vitória,2.0,2003,0.0,1.0
flamengo,juventude,0.0,2003,1.0,2.0
internacional,vasco,0.0,2003,1.0,2.0
coritiba,sãopaulo,1.0,2003,1.0,2.0
pontepreta,fluminense,0.0,2003,1.0,2.0
criciúma,atléticomg,0.0,2003,3.0,2.0
paraná,grêmio,0.0,2003,1.0,1.0
atléticopr,goiás,2.0,2003,1.0,0.0
fortaleza,internacional,0.0,2003,0.0,2.0
vasco,paysandu,1.0,2003,2.0,1.0
atléticomg,flamengo,0.0,2003,2.0,1.0
pontepreta,bahia,0.0,2003,2.0,1.0
corinthians,coritiba,1.0,2003,1.0,1.0
criciúma,juventude,0.0,2003,3.0,1.0
figueirense,paraná,0.0,2003,2.0,2.0
sãocaetano,guarani,1.0,2003,1.0,1.0
fluminense,sãopaulo,1.0,2003,2.0,2.0
grêmio,cruzeiro,1.0,2003,1.0,3.0
vitória,santos,0.0,2003,1.0,3.0
flamengo,fortaleza,1.0,2003,1.0,1.0
juventude,figueirense,1.0,2003,1.0,3.0
bahia,sãocaetano,2.0,2003,1.0,0.0
coritiba,fluminense,0.0,2003,2.0,1.0
guarani,vitória,2.0,2003,2.0,2.0
internacional,atléticomg,2.0,2003,1.0,2.0
santos,pontepreta,0.0,2003,1.0,3.0
cruzeiro,vasco,0.0,2003,3.0,0.0
goiás,corinthians,2.0,2003,0.0,0.0
paysandu,grêmio,2.0,2003,2.0,1.0
sãopaulo,atléticopr,0.0,2003,2.0,1.0
paraná,criciúma,0.0,2003,2.0,3.0
fluminense,santos,1.0,2003,1.0,2.0
corinthians,guarani,0.0,2003,0.0,2.0
fortaleza,atléticomg,0.0,2003,2.0,2.0
internacional,figueirense,0.0,2003,1.0,3.0
juventude,paysandu,0.0,2003,0.0,2.0
atléticopr,bahia,0.0,2003,1.0,1.0
pontepreta,coritiba,2.0,2003,3.0,2.0
criciúma,flamengo,0.0,2003,3.0,1.0
goiás,sãocaetano,0.0,2003,0.0,0.0
vitória,sãopaulo,1.0,2003,1.0,3.0
cruzeiro,paraná,0.0,2003,3.0,2.0
vasco,grêmio,0.0,2003,0.0,0.0
paraná,fortaleza,0.0,2003,2.0,3.0
atléticomg,juventude,0.0,2003,1.0,1.0
paysandu,cruzeiro,0.0,2003,2.0,4.0
guarani,atléticopr,0.0,2003,1.0,1.0
figueirense,vasco,2.0,2003,2.0,1.0
santos,goiás,2.0,2003,2.0,1.0
bahia,corinthians,2.0,2003,0.0,1.0
coritiba,vitória,2.0,2003,2.0,1.0
grêmio,criciúma,1.0,2003,0.0,3.0
flamengo,internacional,0.0,2003,0.0,2.0
sãocaetano,fluminense,0.0,2003,0.0,0.0
sãopaulo,pontepreta,1.0,2003,3.0,2.0
santos,vasco,0.0,2003,2.0,1.0
goiás,atléticomg,2.0,2003,1.0,2.0
atléticopr,paysandu,2.0,2003,1.0,2.0
fortaleza,pontepreta,1.0,2003,3.0,2.0
juventude,fluminense,0.0,2003,1.0,0.0
flamengo,sãopaulo,2.0,2003,1.0,3.0
criciúma,coritiba,1.0,2003,3.0,2.0
guarani,figueirense,0.0,2003,2.0,2.0
vitória,paraná,1.0,2003,1.0,2.0
corinthians,grêmio,0.0,2003,1.0,0.0
cruzeiro,bahia,0.0,2003,3.0,0.0
internacional,sãocaetano,2.0,2003,1.0,1.0
fluminense,cruzeiro,2.0,2003,0.0,4.0
grêmio,santos,0.0,2003,0.0,3.0
sãopaulo,internacional,1.0,2003,2.0,1.0
sãocaetano,juventude,2.0,2003,1.0,2.0
figueirense,goiás,1.0,2003,0.0,1.0
paraná,corinthians,2.0,2003,3.0,2.0
paysandu,guarani,0.0,2003,1.0,2.0
coritiba,fortaleza,2.0,2003,1.0,1.0
bahia,criciúma,2.0,2003,0.0,2.0
pontepreta,flamengo,2.0,2003,2.0,1.0
vasco,atléticopr,0.0,2003,1.0,1.0
atléticomg,vitória,0.0,2003,1.0,0.0
vitória,paysandu,2.0,2003,0.0,2.0
atléticopr,paraná,0.0,2003,1.0,3.0
criciúma,sãocaetano,1.0,2003,2.0,1.0
fortaleza,fluminense,0.0,2003,1.0,0.0
juventude,pontepreta,2.0,2003,2.0,2.0
santos,atléticomg,2.0,2003,1.0,2.0
goiás,vasco,0.0,2003,2.0,2.0
cruzeiro,sãopaulo,2.0,2003,2.0,1.0
flamengo,bahia,0.0,2003,1.0,0.0
corinthians,figueirense,1.0,2003,1.0,0.0
guarani,grêmio,0.0,2003,2.0,1.0
internacional,coritiba,0.0,2003,1.0,1.0
fluminense,criciúma,2.0,2003,0.0,1.0
sãocaetano,cruzeiro,0.0,2003,2.0,1.0
paraná,santos,1.0,2003,2.0,1.0
sãopaulo,juventude,0.0,2003,0.0,1.0
paysandu,goiás,2.0,2003,2.0,2.0
pontepreta,internacional,1.0,2003,2.0,2.0
coritiba,flamengo,0.0,2003,1.0,2.0
atléticomg,corinthians,1.0,2003,1.0,1.0
figueirense,vitória,1.0,2003,1.0,0.0
bahia,fortaleza,0.0,2003,0.0,1.0
vasco,guarani,2.0,2003,1.0,2.0
grêmio,atléticopr,2.0,2003,1.0,1.0
vasco,vitória,0.0,2003,1.0,1.0
bahia,internacional,1.0,2003,1.0,3.0
figueirense,santos,0.0,2003,1.0,2.0
coritiba,juventude,0.0,2003,2.0,1.0
atléticomg,atléticopr,1.0,2003,1.0,1.0
sãopaulo,criciúma,2.0,2003,1.0,0.0
paysandu,corinthians,2.0,2003,1.0,2.0
sãocaetano,fortaleza,0.0,2003,2.0,1.0
pontepreta,cruzeiro,1.0,2003,0.0,1.0
paraná,guarani,2.0,2003,1.0,2.0
grêmio,goiás,1.0,2003,1.0,2.0
fluminense,flamengo,1.0,2003,0.0,1.0
flamengo,sãocaetano,0.0,2003,2.0,3.0
goiás,paraná,0.0,2003,3.0,0.0
juventude,bahia,0.0,2003,0.0,1.0
cruzeiro,coritiba,2.0,2003,1.0,2.0
atléticopr,figueirense,1.0,2003,2.0,2.0
vitória,grêmio,0.0,2003,1.0,0.0
santos,paysandu,0.0,2003,1.0,1.0
fortaleza,sãopaulo,1.0,2003,1.0,1.0
corinthians,vasco,2.0,2003,1.0,2.0
internacional,fluminense,1.0,2003,3.0,0.0
guarani,atléticomg,2.0,2003,1.0,1.0
criciúma,pontepreta,0.0,2003,0.0,0.0
santos,flamengo,0.0,2003,2.0,3.0
atléticopr,fortaleza,0.0,2003,2.0,1.0
goiás,cruzeiro,0.0,2003,3.0,1.0
grêmio,sãocaetano,2.0,2003,0.0,3.0
vasco,sãopaulo,0.0,2003,1.0,2.0
paysandu,pontepreta,0.0,2003,0.0,0.0
paraná,fluminense,0.0,2003,0.0,1.0
vitória,juventude,0.0,2003,2.0,1.0
guarani,criciúma,0.0,2003,1.0,1.0
figueirense,coritiba,1.0,2003,3.0,2.0
corinthians,internacional,0.0,2003,1.0,3.0
atléticomg,bahia,0.0,2003,0.0,1.0
fluminense,grêmio,0.0,2003,1.0,0.0
fortaleza,santos,2.0,2003,0.0,3.0
internacional,vitória,1.0,2003,2.0,3.0
cruzeiro,guarani,0.0,2003,1.0,1.0
sãopaulo,paysandu,0.0,2003,2.0,1.0
sãocaetano,vasco,0.0,2003,1.0,2.0
juventude,goiás,1.0,2003,1.0,3.0
flamengo,corinthians,0.0,2003,2.0,2.0
bahia,paraná,0.0,2003,1.0,1.0
pontepreta,figueirense,2.0,2003,0.0,2.0
criciúma,atléticopr,0.0,2003,1.0,2.0
coritiba,atléticomg,2.0,2003,2.0,1.0
santos,criciúma,0.0,2003,2.0,2.0
atléticopr,cruzeiro,1.0,2003,2.0,2.0
grêmio,bahia,2.0,2003,0.0,1.0
corinthians,fortaleza,0.0,2003,1.0,0.0
vitória,flamengo,0.0,2003,3.0,3.0
figueirense,sãopaulo,2.0,2003,1.0,2.0
goiás,internacional,0.0,2003,4.0,0.0
paysandu,sãocaetano,0.0,2003,1.0,2.0
guarani,juventude,0.0,2003,1.0,1.0
paraná,coritiba,1.0,2003,1.0,1.0
vasco,fluminense,0.0,2003,1.0,2.0
atléticomg,pontepreta,0.0,2003,1.0,0.0
cruzeiro,santos,0.0,2003,2.0,3.0
coritiba,grêmio,0.0,2003,2.0,0.0
pontepreta,paraná,0.0,2003,0.0,1.0
fluminense,paysandu,2.0,2003,2.0,2.0
internacional,guarani,0.0,2003,0.0,2.0
bahia,vasco,0.0,2003,1.0,2.0
criciúma,corinthians,0.0,2003,2.0,2.0
fortaleza,vitória,0.0,2003,0.0,4.0
juventude,atléticopr,0.0,2003,0.0,1.0
sãocaetano,figueirense,1.0,2003,1.0,0.0
sãopaulo,atléticomg,2.0,2003,1.0,2.0
flamengo,goiás,2.0,2003,1.0,3.0
atléticopr,internacional,0.0,2003,1.0,1.0
grêmio,pontepreta,2.0,2003,0.0,1.0
goiás,fortaleza,1.0,2003,3.0,1.0
paysandu,bahia,0.0,2003,2.0,2.0
vitória,criciúma,2.0,2003,3.0,2.0
guarani,flamengo,0.0,2003,2.0,1.0
paraná,sãopaulo,0.0,2003,1.0,1.0
santos,juventude,2.0,2003,1.0,1.0
corinthians,cruzeiro,1.0,2003,2.0,3.0
figueirense,fluminense,2.0,2003,1.0,1.0
vasco,coritiba,0.0,2003,1.0,3.0
atléticomg,sãocaetano,0.0,2003,2.0,1.0
internacional,santos,0.0,2003,1.0,1.0
sãopaulo,grêmio,0.0,2003,1.0,0.0
flamengo,atléticopr,0.0,2003,1.0,1.0
cruzeiro,vitória,0.0,2003,4.0,2.0
bahia,figueirense,2.0,2003,2.0,1.0
criciúma,goiás,0.0,2003,2.0,2.0
fortaleza,guarani,0.0,2003,2.0,2.0
juventude,corinthians,0.0,2003,1.0,1.0
pontepreta,vasco,2.0,2003,1.0,2.0
sãocaetano,paraná,0.0,2003,0.0,1.0
fluminense,atléticomg,1.0,2003,0.0,2.0
coritiba,paysandu,0.0,2003,2.0,2.0
atléticopr,fluminense,2.0,2003,1.0,0.0
paysandu,internacional,2.0,2003,2.0,2.0
sãocaetano,pontepreta,0.0,2003,1.0,1.0
grêmio,figueirense,0.0,2003,0.0,1.0
sãopaulo,santos,1.0,2003,1.0,0.0
vitória,corinthians,1.0,2003,1.0,1.0
goiás,bahia,0.0,2003,1.0,1.0
atléticomg,vasco,0.0,2003,3.0,2.0
juventude,fortaleza,2.0,2003,2.0,3.0
guarani,coritiba,0.0,2003,2.0,3.0
flamengo,paraná,1.0,2003,1.0,1.0
criciúma,cruzeiro,1.0,2003,2.0,3.0
vasco,juventude,2.0,2003,2.0,2.0
fortaleza,grêmio,2.0,2003,3.0,1.0
corinthians,sãocaetano,1.0,2003,1.0,2.0
coritiba,goiás,0.0,2003,2.0,1.0
pontepreta,atléticopr,2.0,2003,1.0,1.0
santos,guarani,2.0,2003,1.0,2.0
bahia,sãopaulo,0.0,2003,1.0,1.0
cruzeiro,flamengo,0.0,2003,3.0,1.0
paraná,paysandu,0.0,2003,2.0,1.0
internacional,criciúma,0.0,2003,1.0,1.0
fluminense,vitória,0.0,2003,0.0,0.0
figueirense,atléticomg,1.0,2003,1.0,3.0
atléticopr,coritiba,0.0,2003,1.0,2.0
guarani,pontepreta,1.0,2003,2.0,0.0
sãocaetano,santos,2.0,2003,3.0,1.0
atléticomg,cruzeiro,1.0,2003,4.0,4.0
figueirense,criciúma,0.0,2003,0.0,1.0
sãopaulo,corinthians,0.0,2003,1.0,1.0
vitória,bahia,0.0,2003,0.0,1.0
goiás,fluminense,0.0,2003,1.0,1.0
juventude,paraná,2.0,2003,1.0,3.0
flamengo,vasco,0.0,2003,1.0,1.0
internacional,grêmio,1.0,2003,2.0,1.0
paysandu,fortaleza,0.0,2003,0.0,1.0
goiás,sãopaulo,0.0,2003,2.0,2.0
guarani,fluminense,0.0,2003,1.0,1.0
flamengo,paysandu,0.0,2003,2.0,1.0
grêmio,atléticomg,2.0,2003,2.0,3.0
coritiba,bahia,0.0,2003,2.0,1.0
paraná,internacional,0.0,2003,2.0,1.0
santos,atléticopr,0.0,2003,1.0,1.0
criciúma,vasco,0.0,2003,1.0,0.0
fortaleza,figueirense,2.0,2003,1.0,1.0
vitória,sãocaetano,2.0,2003,1.0,3.0
corinthians,pontepreta,0.0,2003,1.0,1.0
cruzeiro,juventude,1.0,2003,3.0,0.0
pontepreta,goiás,1.0,2003,1.0,3.0
sãocaetano,coritiba,0.0,2003,2.0,3.0
atléticopr,vitória,1.0,2003,1.0,1.0
figueirense,flamengo,2.0,2003,1.0,2.0
fluminense,corinthians,0.0,2003,1.0,2.0
internacional,cruzeiro,0.0,2003,1.0,3.0
bahia,santos,1.0,2003,1.0,2.0
paysandu,criciúma,0.0,2003,1.0,1.0
sãopaulo,guarani,2.0,2003,1.0,2.0
atléticomg,paraná,2.0,2003,2.0,3.0
juventude,grêmio,1.0,2003,1.0,1.0
vasco,fortaleza,2.0,2003,0.0,0.0
coritiba,santos,1.0,2003,2.0,2.0
bahia,fluminense,2.0,2003,1.0,2.0
pontepreta,vitória,2.0,2003,1.0,2.0
cruzeiro,figueirense,0.0,2003,2.0,1.0
sãocaetano,sãopaulo,1.0,2003,2.0,1.0
paraná,vasco,2.0,2003,2.0,0.0
goiás,guarani,0.0,2003,3.0,1.0
criciúma,fortaleza,2.0,2003,1.0,0.0
corinthians,atléticopr,1.0,2003,1.0,1.0
paysandu,atléticomg,0.0,2003,2.0,1.0
flamengo,grêmio,0.0,2003,2.0,2.0
internacional,juventude,2.0,2003,2.0,1.0
guarani,bahia,0.0,2003,1.0,0.0
atléticopr,sãocaetano,0.0,2003,2.0,1.0
grêmio,paraná,1.0,2003,2.0,1.0
fluminense,pontepreta,2.0,2003,1.0,1.0
atléticomg,criciúma,2.0,2003,0.0,1.0
santos,corinthians,0.0,2003,3.0,1.0
juventude,flamengo,2.0,2003,1.0,3.0
fortaleza,cruzeiro,1.0,2003,0.0,1.0
figueirense,paysandu,0.0,2003,0.0,3.0
vitória,goiás,1.0,2003,1.0,4.0
vasco,internacional,1.0,2003,0.0,1.0
sãopaulo,coritiba,0.0,2003,1.0,1.0
paraná,figueirense,2.0,2003,2.0,1.0
internacional,fortaleza,2.0,2003,2.0,0.0
juventude,criciúma,0.0,2003,1.0,1.0
paysandu,vasco,1.0,2003,2.0,0.0
sãopaulo,fluminense,0.0,2003,2.0,1.0
coritiba,corinthians,0.0,2003,1.0,1.0
santos,vitória,0.0,2003,4.0,1.0
cruzeiro,grêmio,0.0,2003,2.0,1.0
bahia,pontepreta,0.0,2003,0.0,0.0
goiás,atléticopr,0.0,2003,3.0,2.0
flamengo,atléticomg,0.0,2003,1.0,0.0
guarani,sãocaetano,1.0,2003,1.0,1.0
fluminense,coritiba,0.0,2003,1.0,1.0
grêmio,paysandu,0.0,2003,1.0,2.0
criciúma,paraná,1.0,2003,0.0,1.0
pontepreta,santos,1.0,2003,0.0,4.0
vasco,cruzeiro,1.0,2003,1.0,3.0
fortaleza,flamengo,0.0,2003,0.0,2.0
atléticopr,sãopaulo,0.0,2003,2.0,3.0
sãocaetano,bahia,0.0,2003,1.0,1.0
figueirense,juventude,0.0,2003,1.0,1.0
vitória,guarani,2.0,2003,0.0,1.0
corinthians,goiás,0.0,2003,0.0,3.0
atléticomg,internacional,1.0,2003,0.0,1.0
figueirense,internacional,0.0,2003,2.0,2.0
atléticomg,fortaleza,0.0,2003,0.0,1.0
coritiba,pontepreta,2.0,2003,1.0,0.0
grêmio,vasco,0.0,2003,1.0,1.0
flamengo,criciúma,0.0,2003,2.0,0.0
santos,fluminense,0.0,2003,3.0,1.0
paraná,cruzeiro,1.0,2003,2.0,3.0
sãocaetano,goiás,0.0,2003,2.0,3.0
bahia,atléticopr,1.0,2003,1.0,3.0
sãopaulo,vitória,0.0,2003,2.0,0.0
guarani,corinthians,1.0,2003,1.0,1.0
paysandu,juventude,0.0,2003,1.0,1.0
vasco,figueirense,0.0,2003,1.0,3.0
juventude,atléticomg,0.0,2003,1.0,1.0
atléticopr,guarani,0.0,2003,3.0,1.0
fluminense,sãocaetano,0.0,2003,1.0,3.0
internacional,flamengo,0.0,2003,2.0,2.0
goiás,santos,0.0,2003,2.0,4.0
fortaleza,paraná,0.0,2003,1.0,1.0
criciúma,grêmio,1.0,2003,0.0,2.0
vitória,coritiba,0.0,2003,0.0,1.0
pontepreta,sãopaulo,1.0,2003,0.0,3.0
corinthians,bahia,1.0,2003,2.0,1.0
cruzeiro,paysandu,0.0,2003,3.0,1.0
vitória,atléticomg,1.0,2003,1.0,1.0
goiás,figueirense,1.0,2003,2.0,2.0
atléticopr,vasco,2.0,2003,3.0,2.0
corinthians,paraná,2.0,2003,2.0,1.0
cruzeiro,fluminense,0.0,2003,4.0,2.0
guarani,paysandu,0.0,2003,0.0,1.0
santos,grêmio,2.0,2003,3.0,3.0
flamengo,pontepreta,2.0,2003,2.0,0.0
criciúma,bahia,0.0,2003,0.0,2.0
fortaleza,coritiba,2.0,2003,2.0,0.0
internacional,sãopaulo,2.0,2003,2.0,2.0
juventude,sãocaetano,0.0,2003,1.0,3.0
paraná,vitória,0.0,2003,1.0,1.0
coritiba,criciúma,0.0,2003,0.0,1.0
atléticomg,goiás,0.0,2003,2.0,1.0
figueirense,guarani,0.0,2003,3.0,1.0
sãocaetano,internacional,0.0,2003,2.0,2.0
grêmio,corinthians,0.0,2003,2.0,2.0
pontepreta,fortaleza,0.0,2003,0.0,2.0
bahia,cruzeiro,1.0,2003,1.0,3.0
fluminense,juventude,0.0,2003,1.0,2.0
paysandu,atléticopr,2.0,2003,1.0,2.0
vasco,santos,2.0,2003,1.0,1.0
sãopaulo,flamengo,1.0,2003,2.0,1.0
botafogo,goiás,1.0,2004,0.0,1.0
figueirense,internacional,0.0,2004,3.0,2.0
sãocaetano,vitória,0.0,2004,2.0,1.0
cruzeiro,juventude,0.0,2004,4.0,2.0
palmeiras,atléticomg,2.0,2004,0.0,2.0
grêmio,flamengo,2.0,2004,3.0,2.0
pontepreta,corinthians,0.0,2004,1.0,1.0
paraná,santos,0.0,2004,1.0,1.0
